B/meuse/dist.m,B/meuse/geom,B/meuse/gid,B/meuse/elev,B/meuse/lime,B/meuse/dist,B/meuse/landuse,B/meuse/ffreq,B/meuse/zinc
50.000000000000000,0101000020E61000000000000000004840D2C26515368F4440,1,7.909000000000000,1,0.001358030000000,Ah,1,1022.000000000000000
30.000000000000000,0101000020E61000000000000000004CC000000000D85B1441,2,6.983000000000000,1,0.012224300000000,Ah,1,1141.000000000000000
150.000000000000000,0101000020E610000000000000004056C000000000845B1441,3,7.800000000000000,1,0.103029000000000,Ah,1,640.000000000000000
270.000000000000000,0101000020E610000000000000000053C000000000B05A1441,4,7.655000000000000,0,0.190094000000000,Ga,1,257.000000000000000
380.000000000000000,0101000020E610000000000000008043400000000048581441,5,7.480000000000000,0,0.277090000000000,Ah,1,269.000000000000000
470.000000000000000,0101000020E6100000000000000000F0BF0000000030571441,6,7.791000000000000,0,0.364067000000000,Ga,1,281.000000000000000
240.000000000000000,0101000020E610000000000000008053C000000000E8581441,7,8.217000000000001,0,0.190094000000000,Ah,1,346.000000000000000
120.000000000000000,0101000020E6100000000000000080454000000000CC581441,8,8.490000000000000,0,0.092151600000000,Ab,1,406.000000000000000
240.000000000000000,0101000020E61000000000000000001C4000000000BC561441,9,8.667999999999999,0,0.184614000000000,Ab,1,347.000000000000000
420.000000000000000,0101000020E6100000000000000080544000000000C0551441,10,9.049000000000000,0,0.309702000000000,W,1,183.000000000000000
400.000000000000000,0101000020E6100000000000000080404000000000EC541441,11,9.015000000000001,0,0.315116000000000,Fh,1,189.000000000000000
300.000000000000000,0101000020E61000000000000000004FC0000000009C531441,12,9.073000000000000,0,0.228123000000000,Ag,1,251.000000000000000
20.000000000000000,0101000020E610000000000000004053C0000000006C581441,13,7.320000000000000,1,0.000000000000000,W,1,1096.000000000000000
130.000000000000000,0101000020E610000000000000000056C00000000010571441,14,8.815000000000000,0,0.113932000000000,Ah,1,504.000000000000000
220.000000000000000,0101000020E61000000000000000804F4000000000A4551441,15,8.936999999999999,0,0.168336000000000,Ah,1,326.000000000000000
10.000000000000000,0101000020E61000000000000000804D4000000000F8561441,16,7.702000000000000,1,0.000000000000000,W,1,1032.000000000000000
10.000000000000000,0101000020E61000000000000000804D4000000000C0541441,17,7.160000000000000,1,0.012224300000000,W,1,606.000000000000000
10.000000000000000,0101000020E61000000000000000C0544000000000B0521441,18,7.100000000000000,1,0.012224300000000,W,1,711.000000000000000
10.000000000000000,0101000020E61000000000000000C050C000000000BC501441,19,7.020000000000000,1,0.000000000000000,W,1,735.000000000000000
10.000000000000000,0101000020E61000000000000000805540000000008C4E1441,20,6.860000000000000,1,0.000000000000000,,1,1052.000000000000000
80.000000000000000,0101000020E61000000000000000004D4000000000904E1441,21,8.908000000000000,1,0.070346800000000,Am,1,673.000000000000000
140.000000000000000,0101000020E61000000000000000003F4000000000B44E1441,22,8.990000000000000,1,0.097513600000000,Am,1,402.000000000000000
160.000000000000000,0101000020E6100000000000000080444000000000E04D1441,23,8.830000000000000,1,0.113932000000000,Ag,1,343.000000000000000
440.000000000000000,0101000020E6100000000000000000464000000000F4511441,24,9.020000000000000,0,0.342321000000000,Ah,1,218.000000000000000
490.000000000000000,0101000020E61000000000000000001040000000005C501441,25,8.976000000000001,0,0.385804000000000,W,1,200.000000000000000
530.000000000000000,0101000020E6100000000000000000184000000000A84F1441,26,8.973000000000001,0,0.429289000000000,W,1,194.000000000000000
400.000000000000000,0101000020E610000000000000004053C000000000A44F1441,27,8.507000000000000,0,0.315116000000000,Ab,1,207.000000000000000
400.000000000000000,0101000020E61000000000000000003EC0000000003C4E1441,28,8.743000000000000,0,0.320574000000000,Ag,1,180.000000000000000
330.000000000000000,0101000020E610000000000000000052C000000000444F1441,29,8.973000000000001,0,0.249863000000000,Ah,1,240.000000000000000
630.000000000000000,0101000020E610000000000000008054C00000000048521441,30,9.042999999999999,0,0.489064000000000,Ag,1,180.000000000000000
570.000000000000000,0101000020E61000000000000000804CC000000000684C1441,31,8.688000000000001,0,0.472778000000000,B,1,208.000000000000000
390.000000000000000,0101000020E61000000000000000002AC000000000244B1441,32,8.727000000000000,0,0.287957000000000,Ag,1,198.000000000000000
360.000000000000000,0101000020E6100000000000000080464000000000884A1441,33,8.327999999999999,0,0.271622000000000,Ah,1,250.000000000000000
500.000000000000000,0101000020E610000000000000000026C000000000BC491441,34,7.971000000000000,0,0.385807000000000,B,1,192.000000000000000
550.000000000000000,0101000020E610000000000000000030400000000078481441,35,7.809000000000000,0,0.418417000000000,B,1,213.000000000000000
340.000000000000000,0101000020E6100000000000000000344000000000A8481441,36,6.986000000000000,0,0.244474000000000,Ab,1,321.000000000000000
210.000000000000000,0101000020E6100000000000000000524000000000744A1441,37,7.756000000000000,0,0.135709000000000,Ab,1,569.000000000000000
60.000000000000000,0101000020E610000000000000004054C000000000E84B1441,38,7.784000000000000,1,0.048496500000000,Am,1,833.000000000000000
10.000000000000000,0101000020E610000000000000008055C000000000884C1441,39,7.000000000000000,1,0.000000000000000,W,1,906.000000000000000
20.000000000000000,0101000020E610000000000000000047C000000000F04A1441,40,6.920000000000000,1,0.001358030000000,W,1,1454.000000000000000
170.000000000000000,0101000020E6100000000000000000354000000000A8481441,41,7.516000000000000,0,0.135709000000000,Am,1,298.000000000000000
320.000000000000000,0101000020E610000000000000000018400000000084461441,42,8.180000000000000,0,0.266220000000000,Ga,1,167.000000000000000
260.000000000000000,0101000020E61000000000000000004BC0000000003C461441,43,8.694000000000001,0,0.211843000000000,W,1,176.000000000000000
360.000000000000000,0101000020E6100000000000000000534000000000FC431441,44,9.279999999999999,0,0.320572000000000,Ah,1,258.000000000000000
100.000000000000000,0101000020E61000000000000000805340000000002C481441,45,7.940000000000000,0,0.081222000000000,Ah,1,746.000000000000000
200.000000000000000,0101000020E61000000000000000004BC000000000F4451441,46,6.360000000000000,0,0.190086000000000,Am,1,746.000000000000000
320.000000000000000,0101000020E610000000000000000056C000000000B8431441,47,7.780000000000000,0,0.287941000000000,Ah,1,464.000000000000000
480.000000000000000,0101000020E610000000000000008055C00000000054411441,48,8.180000000000000,0,0.423826000000000,Ah,1,365.000000000000000
660.000000000000000,0101000020E610000000000000000041C000000000EC3E1441,49,9.420000000000000,0,0.554289000000000,Bw,1,282.000000000000000
690.000000000000000,0101000020E61000000000000000804940000000001C3D1441,50,8.867000000000001,0,0.603225000000000,Bw,1,375.000000000000000
710.000000000000000,0101000020E61000000000000000002C4000000000803C1441,51,8.292000000000000,0,0.614071000000000,Ab,1,222.000000000000000
10.000000000000000,0101000020E61000000000000000003A4000000000FC481441,52,8.060000000000001,1,0.001358030000000,Ah,1,812.000000000000000
10.000000000000000,0101000020E610000000000000008054C00000000024481441,53,7.980000000000000,1,0.000000000000000,W,1,1548.000000000000000
10.000000000000000,0101000020E610000000000000000040C0000000007C471441,54,7.900000000000000,1,0.005432100000000,W,1,1839.000000000000000
10.000000000000000,0101000020E6100000000000000080414000000000E4461441,55,7.740000000000000,1,0.005432100000000,W,1,1528.000000000000000
20.000000000000000,0101000020E610000000000000008041C00000000004461441,56,7.552000000000000,1,0.005432100000000,W,1,933.000000000000000
200.000000000000000,0101000020E61000000000000000002AC0000000000C441441,57,7.760000000000000,0,0.146578000000000,Fw,1,432.000000000000000
140.000000000000000,0101000020E610000000000000000020400000000044451441,58,6.740000000000000,0,0.135684000000000,Fw,1,550.000000000000000
70.000000000000000,0101000020E61000000000000000004CC000000000D4461441,59,6.680000000000000,1,0.070333300000000,Fw,1,1571.000000000000000
20.000000000000000,0101000020E61000000000000000804FC0000000006C441441,60,7.400000000000000,1,0.048483100000000,W,1,1190.000000000000000
10.000000000000000,0101000020E610000000000000008055400000000080421441,61,7.440000000000000,1,0.005432100000000,W,1,907.000000000000000
10.000000000000000,0101000020E6100000000000000000104000000000E83F1441,62,7.360000000000000,1,0.005432100000000,Fw,1,761.000000000000000
20.000000000000000,0101000020E61000000000000000001CC000000000C43D1441,63,7.200000000000000,1,0.031666300000000,W,1,659.000000000000000
10.000000000000000,0101000020E6100000000000000000484000000000983B1441,64,7.220000000000000,1,0.012224300000000,Ah,1,643.000000000000000
20.000000000000000,0101000020E610000000000000008045400000000098391441,65,7.360000000000000,1,0.012224300000000,W,1,801.000000000000000
20.000000000000000,0101000020E610000000000000000030400000000000381441,66,5.180000000000000,1,0.037339500000000,W,1,784.000000000000000
270.000000000000000,0101000020E61000000000000000804EC000000000D4351441,67,5.800000000000000,0,0.211846000000000,Ah,1,1060.000000000000000
560.000000000000000,0101000020E61000000000000000C054C000000000D4321441,68,7.640000000000000,1,0.451037000000000,Fw,1,119.000000000000000
750.000000000000000,0101000020E61000000000000000004A4000000000C4301441,69,6.320000000000000,0,0.575877000000000,Bw,1,778.000000000000000
80.000000000000000,0101000020E61000000000000000004240000000002C331441,70,5.760000000000000,1,0.075686900000000,Ab,1,703.000000000000000
130.000000000000000,0101000020E610000000000000000024C000000000CC311441,71,6.480000000000000,1,0.124810000000000,Ab,1,676.000000000000000
110.000000000000000,0101000020E61000000000000000003F4000000000C0311441,72,6.480000000000000,0,0.103024000000000,W,1,793.000000000000000
200.000000000000000,0101000020E61000000000000000000840000000009C2F1441,73,6.320000000000000,0,0.157469000000000,W,1,685.000000000000000
260.000000000000000,0101000020E610000000000000000056400000000018301441,74,6.320000000000000,1,0.200976000000000,Ah,1,593.000000000000000
270.000000000000000,0101000020E610000000000000008054C000000000542E1441,75,6.160000000000000,0,0.200976000000000,W,1,549.000000000000000
320.000000000000000,0101000020E61000000000000000001C4000000000302E1441,76,6.560000000000000,0,0.266220000000000,W,1,680.000000000000000
360.000000000000000,0101000020E6100000000000000000384000000000382C1441,77,6.900000000000000,0,0.298835000000000,Ah,1,539.000000000000000
80.000000000000000,0101000020E610000000000000000054C000000000A82E1441,78,7.540000000000000,1,0.081224700000000,Am,1,560.000000000000000
100.000000000000000,0101000020E61000000000000000C05540000000006C301441,79,6.420000000000000,1,0.070355000000000,W,1,1136.000000000000000
70.000000000000000,0101000020E6100000000000000000424000000000B0321441,80,6.280000000000000,1,0.012224300000000,W,1,1383.000000000000000
20.000000000000000,0101000020E610000000000000008053C000000000F4331441,81,6.340000000000000,1,0.000000000000000,W,1,1161.000000000000000
50.000000000000000,0101000020E610000000000000004052C000000000C4291441,82,7.307000000000000,1,0.053772300000000,W,1,1672.000000000000000
80.000000000000000,0101000020E610000000000000000052C0000000009C361441,83,5.700000000000000,1,0.059366200000000,W,1,765.000000000000000
290.000000000000000,0101000020E61000000000000000804CC00000000078561441,84,7.720000000000000,0,0.211843000000000,W,1,279.000000000000000
160.000000000000000,0101000020E61000000000000000804AC000000000A0381441,85,7.932000000000000,1,0.124810000000000,Ah,2,241.000000000000000
160.000000000000000,0101000020E61000000000000000804D40000000007C3A1441,86,7.820000000000000,0,0.124810000000000,W,2,317.000000000000000
140.000000000000000,0101000020E6100000000000000040564000000000E4311441,87,8.574999999999999,0,0.092151600000000,W,2,545.000000000000000
150.000000000000000,0101000020E6100000000000000040514000000000D82F1441,88,8.536000000000000,0,0.113941000000000,W,2,505.000000000000000
220.000000000000000,0101000020E610000000000000008049C000000000502C1441,89,8.504000000000000,0,0.179216000000000,Ah,2,420.000000000000000
280.000000000000000,0101000020E61000000000000000004C4000000000B4291441,90,8.659000000000001,0,0.233596000000000,Am,2,332.000000000000000
450.000000000000000,0101000020E6100000000000000000314000000000682A1441,91,7.633000000000000,1,0.336861000000000,Am,2,400.000000000000000
70.000000000000000,0101000020E61000000000000000804C4000000000982A1441,92,8.538000000000000,1,0.070355000000000,Am,2,553.000000000000000
70.000000000000000,0101000020E610000000000000004052C000000000F42C1441,93,7.680000000000000,0,0.059366200000000,Am,2,577.000000000000000
340.000000000000000,0101000020E610000000000000008041400000000014281441,94,7.564000000000000,0,0.255341000000000,W,2,155.000000000000000
470.000000000000000,0101000020E610000000000000000014C0000000000C271441,95,7.760000000000000,0,0.364067000000000,W,2,224.000000000000000
630.000000000000000,0101000020E61000000000000000003940000000001C2D1441,96,7.653000000000000,0,0.429295000000000,Am,2,180.000000000000000
460.000000000000000,0101000020E610000000000000000026400000000038301441,97,7.951000000000000,0,0.380328000000000,Am,2,226.000000000000000
320.000000000000000,0101000020E6100000000000000000454000000000B4301441,98,8.176000000000000,0,0.249874000000000,Am,2,186.000000000000000
320.000000000000000,0101000020E61000000000000000001C4000000000582F1441,99,8.468000000000000,0,0.266212000000000,Ah,2,198.000000000000000
540.000000000000000,0101000020E6100000000000000040524000000000782A1441,100,8.410000000000000,0,0.451037000000000,W,2,187.000000000000000
420.000000000000000,0101000020E610000000000000000051C000000000682B1441,101,7.610000000000000,0,0.309710000000000,W,2,199.000000000000000
380.000000000000000,0101000020E61000000000000000804EC000000000B02C1441,102,7.792000000000000,0,0.293359000000000,SPO,2,157.000000000000000
500.000000000000000,0101000020E61000000000000000C050C00000000054301441,103,8.760000000000000,0,0.532351000000000,W,2,203.000000000000000
760.000000000000000,0101000020E61000000000000000C052C000000000C4361441,104,9.879000000000000,0,0.619513000000000,Am,2,143.000000000000000
750.000000000000000,0101000020E61000000000000000004C4000000000EC391441,105,9.097000000000000,0,0.684725000000000,Ah,2,136.000000000000000
1000.000000000000000,0101000020E610000000000000008049C000000000443B1441,106,9.095000000000001,0,0.809742000000000,Fw,2,117.000000000000000
860.000000000000000,0101000020E61000000000000000804AC00000000058361441,107,9.717000000000001,0,0.880389000000000,Ah,2,113.000000000000000
680.000000000000000,0101000020E61000000000000000004BC0000000004C331441,108,9.924000000000000,0,0.749591000000000,Ah,2,130.000000000000000
500.000000000000000,0101000020E610000000000000008046C000000000CC301441,109,9.404000000000000,0,0.575752000000000,Fw,2,192.000000000000000
650.000000000000000,0101000020E610000000000000008042400000000080321441,110,10.520000000000000,0,0.581484000000000,STA,2,240.000000000000000
630.000000000000000,0101000020E61000000000000000002C4000000000A4321441,111,8.840000000000000,0,0.494520000000000,DEN,2,221.000000000000000
410.000000000000000,0101000020E610000000000000000032400000000038361441,112,8.472000000000000,0,0.320580000000000,Fw,2,140.000000000000000
390.000000000000000,0101000020E610000000000000000050C000000000B4371441,113,9.634000000000000,0,0.336851000000000,Ah,2,128.000000000000000
310.000000000000000,0101000020E610000000000000000037C000000000C43A1441,114,9.206000000000000,0,0.249852000000000,Ah,2,166.000000000000000
70.000000000000000,0101000020E61000000000000000C050C000000000783A1441,115,8.470000000000001,0,0.075686900000000,Ah,2,191.000000000000000
70.000000000000000,0101000020E6100000000000000080484000000000B43C1441,116,8.462999999999999,0,0.075686900000000,W,2,232.000000000000000
150.000000000000000,0101000020E610000000000000000053C000000000483F1441,117,9.691000000000001,1,0.162853000000000,STA,2,203.000000000000000
80.000000000000000,0101000020E610000000000000008053C000000000F8291441,118,8.704000000000001,0,0.097491600000000,Bw,2,722.000000000000000
450.000000000000000,0101000020E610000000000000000049C000000000F4401441,119,9.420000000000000,0,0.440142000000000,Ah,2,210.000000000000000
